title,labels
Manafort associate Gates hires new defense team in Russia probe case,real
ABC News suspends top journalist over inaccurate Flynn reporting,real
 Trump HUMILIATED As WH Walks Back His Attack After Soldier’s Mom Confirms His Insensitive Phone Call,fake
Republican Senator Daines says he will support tax bill -statement,real
Trump warns of government shutdown threat ahead of meeting with lawmakers,real
 Republican Senator Predicts Trump’s Next Big Legislative Push Will Fail Just Like Trumpcare,fake
 Republican Senate Candidate Thinks If You Don’t Believe In God You Deserve To Be Shot,fake
U.S. court backs Trump in battle over interim consumer watchdog head,real
Sister of NY attack suspect says he may have been brainwashed; appeals to Trump,real
U.S. Senate tax bill accomplishes major Obamacare repeal goal,real
Factbox: Republicans to watch in U.S. Senate tax bill fight,real
Republicans seek to question FBI officials in Clinton probe: letter,real
U.S. calls Myanmar moves against Rohingya 'ethnic cleansing',real
South Korea's Moon first suggested Trump visit DMZ: Blue House official,real
 ‘Pharma Bro’ Faces Prison Time For Offering To Pay People To Assault Hillary Clinton,fake
" Remember Trump’s Biggest Campaign Promise? Yeah, Well, He Was Just Kidding",fake
Congress government funding fight seen spilling into 2018,real
Trump aides hope win on taxes will stem slide in poll numbers,real
 WATCH: Fox Host Calls For Revolt If Grand Jury Indicts Trump,fake
Aide tries to refocus U.S. tax debate after Trump's corporate rate remark,real
Trump signs temporary spending bill as budget talks intensify,real
Rand Paul's accused attacker pleads not guilty to assault,real
 Trump Whines About Obamacare And Takes Credit For Obama’s Economy In Delusional Morning Rant,fake
U.S. seeks meeting soon to revive Asia-Pacific 'Quad' security forum,real
 Old Man On Vacation Angrily Live-Tweets Show He ‘Never Watches’,fake
"Factbox: Corporate alternative minimum tax threat hits pharma, tech",real
 That Time Mike Pence Begged Congress Not To Fund Hurricane Katrina Relief (VIDEO),fake
" In The War Against ISIS, Trump Is Already Responsible For More Civilian Deaths Than Obama",fake
Haitians in U.S. malign Trump decision to send them back home,real
Corporate AMT likely will not be in final U.S. tax bill: Hatch,real
" Chris Christie Has Disgusting Response To Angry NJ Residents, He Sounds Just Like Trump Now",fake
 Resignation Letter To Donald Trump Has Secret Message To Resistance,fake
New Trump immigration efforts aim to stop child border crossers,real
Tillerson says no truth to reports that he is being replaced,real
 BREAKING: It Was Manafort Who Told Gov About Trump Jr. Russian Meeting – And Trump Is Coming For Him,fake
Homeland Security nominee says no need for full U.S.-Mexico border wall,real
Exclusive: U.S. document certifies Honduras as supporting rights amid vote crisis,real
 Watch: Trump Supporting Coal CEO Upset Trump Is Wiping Out ‘Thousands’ Of Coal Mining Jobs,fake
" WATCH: Scaramucci Cried About How Hard It Is For Wall St. Elites, So President Obama CRUSHED Him – To His Face",fake
White House to Democratic leaders: 'stop the political grandstanding',real
Former Trump adviser interviewed in Congress in Russia probe,real
" 32 Million Uninsured, Premiums To Double If Obamacare Repealed But Not Replaced",fake
 Breitbart Editor To CNN Host: A Song By Ringo Starr Proves Roy Moore Isn’t A Pedo (VIDEO),fake
Do not expect postcard-sized tax return from Republican plan: experts,real
" Maine Voters Tell Trump To Go F*ck Himself, Expand Medicaid Through Obamacare",fake
 That Time Trump Mocked Marco Rubio For Drinking Water Just Came Back To Haunt Him,fake
" Trump Finally Delivers On Promised Phone Call To Soldier’s Wife, Says The Most Disgusting Thing EVER",fake
"House weighing 'host of ideas' in tax bill revision, Ryan says",real
" US Experiences Surge In Hate-Based Incidents Since Trump’s Election, Particularly On College Campuses",fake
 Secret Service Officially Can’t Afford To Pay Agents Thanks To Trump’s Constant Golf Trips,fake
 Trump Supporters At ‘Mother Of All Rallies’ MASSIVELY Outnumbered By Marching Juggalos,fake
Trump says he and China's Xi to try to end opioid crisis,real
Acting DHS chief denies White House pressured her over immigration program,real
Ryan opens door to later corporate tax rate cut: Fox News,real
 Wounded Veteran CONDEMNS Trump For Using Him As Prop To Attack NFL Players,fake
Jeff Sessions orders review of gun background check system,real
U.S. appeals court hears arguments on Trump travel ban,real
 WATCH: John McCain Mocks President Bone Spurs Over His Draft Deferments,fake
"Flynn could prove to be key asset in Mueller's U.S. campaign probe, sources say",real
"Factbox: Five facts about Tom Cotton, Trump's likely pick for CIA",real
 Trump Humiliated As DACA Decision Practically Kills His Presidency (DETAILS),fake
 Papa John Attacks The NFL And First Amendment After His Sh*tty Pizza Loses Him A Small Fortune,fake
Watchdog to depart DHS after tensions over U.S. travel ban report,real
Trump plans to meet oil industry reps on U.S. biofuel policy: sources,real
 Fox News Gives The Most Cringeworthy Reason Why Ivanka Deserved To Sit In At G20 (VIDEO),fake
" Trump Calls Out Anti-Fascists By Name, But FBI And DHS Say The Alt-Right Acts Like ISIS — And Goes Unmentioned",fake
" Like Father, Like Son: Trump Jr. Wakes Up Tweeting Desperate Nonsense About The Press And Democrats",fake
Republican Senator Lee says he will vote for tax bill,real
" If This Missouri Senate Candidate Is For Real, He’s A Real Subhuman Scumbag",fake
" Fox News Just Completed Transformation Into Safe Space For Fragile, Snowflakey Donald Trump",fake
Trump says ending chain migration will be part of a DACA deal: Fox interview,real
 Trump’s Second Favorite Sheriff Just Very Suddenly Resigned,fake
" Chuck Todd Takes On Trump’s Media Attacks, This Is Going To Get Ugly (VIDEO)",fake
Aide tries to refocus tax debate after Trump's corporate rate remark,real
"Trump says Russia probe will be fair, but timeline unclear: NYT",real
 Another Trump Official Decides It’s A REALLY Good Time To Resign,fake
Trump chief of staff's Civil War comment sparks criticism,real
" Trump Spoke With Putin About Election Interference, It’s Just As Bad As You’d Expect (VIDEO)",fake
 Trump’s Response To USS John S. McCain Collision Was Just Heartless,fake
 KY GOP State Rep. Commits Suicide Over Allegations He Molested A Teen Girl (DETAILS),fake
 Trump SCREAMS On Twitter After Seeing A Poll On Fox News,fake
 High Schools Start Caving To Trump – Will Punish Athletes Who Won’t Stand For National Anthem,fake
 Twitter Is Working On The Biggest F*ck You To Trump And You’re Going To Love It (DETAILS),fake
U.S. appeals courts to consider legality of Trump's latest travel ban,real
Next U.S. disaster aid approval likely in December: Senator Cornyn,real
U.S. to stage drill with three carriers as Trump visits Asia,real
 Texas Governor Just Broke With Trump; This Is Unprecedented,fake
"Trump says encouraging Hatch to run for re-election, possibly blocking a Romney bid",real
 Paul Ryan Refuses To Hold Town Halls Because He’s Too Afraid Of Protesters,fake
Republican tax plan may mean slightly less grand sports stadiums,real
 Brace Yourself For 74 Percent Higher Health Care Premiums Under New Bill,fake
 CNN BLISTERS Trump After He Attacks Them For Bad Representation: ‘That’s Your Job’ (TWEETS),fake
"Democrats skip Trump meeting, raising risk of government shutdown",real
Representative Conyers' future plans to be discussed in 'next day or so': attorney,real
" In White House Conference Call About Iran, Staffers Talked About Blowup Dolls",fake
China's Xi fetes Trump on first day of Beijing trip,real
 Trump Jr. Forced To Admit To Meeting With Shady Russian Lawyer During 2016 Campaign (DETAILS),fake
 Satanists Brilliantly Troll Anti-Gay Baker By Requesting A Birthday Cake For Lucifer (VIDEO),fake
 Former FBI Agent: ‘Stay Tuned’ Because Mueller Is Hot On Trump’s Trail (VIDEO),fake
 ICE May Soon Be Able To Destroy Records Of Immigrant Detainee Sexual Abuse And Death,fake
 Activists Brilliantly Troll Chickenhawk Trump Behind The White House (IMAGES),fake
 Michelle Obama Opens A Can Of Whoop A** On Trump Without Ever Mentioning His Name,fake
" Mike Pence Saw ‘DO NOT TOUCH’ On Critical NASA Tech, So He Touched It (TWEETS)",fake
 Former US Labor Secretary Has Dire Warning: Trump Is Trying To Start A Civil War,fake
 Psycho Cop Drags Handcuffed Nurse From Hospital For Not Letting Him Violate Patient’s Rights,fake
"Factbox: What's in tax bill from Trump, House Republicans?",real
FBI deputy director to sit for closed interview with House panels,real
Britain's U.S. ambassador discussed Trump retweets with senior White House staff: source,real
House ethics panel launches wide-ranging probe into sexual harassment claims,real
 Drunk Bragging Trump Staffer Started Russian Collusion Investigation,fake
 Conservative ‘Christian’ Leader Kept A Sexual Assault Secret For A Republican Lawmaker,fake
Trump campaign aide met Russian officials in 2016: NY Times,real
House tax panel chair to urge longer-lasting individual tax rate cuts,real
 Hilarious Video Shows The Moment Bernie Discovered He’s Related To His SNL Impersonator,fake
Republican Senator Collins says talks on tax bill 'productive',real
"Manafort, ex-associate face charges in U.S. Russia probe: reports",real
" Allies Abroad: Trump Is A ‘Laughingstock,’ Childishly ‘Obsessed With Obama’",fake
 Russian TV Host Just Admitted Russia Elected Trump,fake
Former intelligence officials say Trump is being manipulated by Putin,real
 Trump And Putin Had A Secret Meeting After Their ‘Official’ One,fake
Senate to vote Wednesday on opening debate on tax bill,real
Two ex-Trump aides head to U.S. court on charges in Russia probe,real
U.S. military to indefinitely delay ban on cluster bombs,real
 Top Republican Senator BLISTERS Trump For Demanding The DOJ Persecute Hillary Clinton,fake
" BOMBSHELL REPORT: GOP Looks To Dump Trump, Secret 2020 Shadow Campaigns Already Underway",fake
 Billion Dollar Company Tells Employees How They’re Allowed To React On Social Media To 46% Pay Cuts,fake
"White House seeks $44 billion hurricane aid, far short of requests",real
" Trump Put Himself In Deep Sh*t, Personally Drafted Statement Lying About Jr’s Russia Meeting",fake
" Kushner Takes The Only Life Boat, Watches Junior And Manafort Drown From The Shore",fake
" Trump Gets HUMILIATED By His Own Joint Chiefs, Contradict His Transgender Ban",fake
 Republicans Actually Think White People Face More Oppression – Seriously (DETAILS),fake
Pompeo might bring assets to 'hellish' secretary of state role,real
 Trump APOLOGIZED To Dictator After Protesters Attacked His Guards’ Fists With Their Faces,fake
 Watch Confused Trump Wander Aimlessly Away From Limo (VIDEO),fake
 John Lewis Has the PERFECT Birthday Message For Hillary And Trump Will Be FURIOUS (TWEET),fake
 Trump STUPIDLY Attacks A Major U.S. Ally Before Threatening North Korea With War,fake
 George Takei Takes Trump Jr. To The Woodshed For Colluding With Russia,fake
U.S. commerce chief Ross says nothing improper about investments: BBC reporter,real
Congressman Gutierrez will not seek re-election: Politico,real
Schumer: delay tax overhaul vote until new Alabama senator seated,real
 The Anne Frank Center Just Nailed Trump To The Wall For His Latest Hitler-Like Moves,fake
Republican Party backs Senate candidate Moore: official,real
 Trump Just Became First President In Modern History To Use Campaign Funds For Criminal Defense,fake
 Phoenix Newspaper Breaks The Internet In Brutal Tweetstorm On Former Sheriff Joe Arpaio,fake
"U.S. firm Air Products, China's Yankuang plan to build $3.5 billion coal-to-syngas plant in China",real
 Trump Insults John McCain For Refusing To Strip Healthcare From Millions Of Americans,fake
Advisory: Story on U.S. House tax panel chairman on deducting mortage interest withdrawn,real
 Meghan McCain Tweets The Most AMAZING Response To Doug Jones’ Win In Deep-Red Alabama,fake
U.S. tax plan threatens Wall Street's Bermuda idyll,real
 Trump Stops Praising Coast Guard’s Harvey Efforts To Viciously Attack The Media (VIDEO),fake
"In Beijing, Trump presses China on North Korea and trade",real
China's Xi says will persist with Korean peninsula denuclearization,real
"Trump skips East Asia leaders Summit, sends Tillerson instead",real
Ryan says Obamacare mandate repeal on table in tax debate: Fox News Sunday,real
Senate quickens pace of approving Trump judicial picks,real
 Trump Is Now Talking About Going To War With Three Countries,fake
"U.S. blacklists 10 Venezuelans for corruption, undermining state vote",real
 Trump Sends Crazy-Time Tweet To The Wrong Account After Losing His Sh*t Over World Leader’s Remarks,fake
 Trump: Mass Shootings Will Stop If Americans Unite And Pray For Peace,fake
Trump says U.S. upholds and sticks to 'one China' policy: Xinhua,real
 White House Panics Knowing Flynn Is Going To Take Them Down,fake
Senator Elizabeth Warren to meet Leandra English on Monday: aide,real
"Tech companies join support of 'Dreamers,' challenging Trump",real
"Story Withdrawn: Wealthy win in U.S. House tax bill, taxes rise for some - think tank",real
"Ex-British spy paid $168,000 for Trump dossier, U.S. firm discloses",real
" Marco Rubio Grows A Spine, Blasts Trump For Trying To Team Up With Putin",fake
 Obama Just Made A Surprise Appearance At A Rap Show And Twitter Can’t Handle It,fake
"Trump, dogged at home, begins longest presidential Asia trip in years",real
 Tone Deaf Trump: Congrats Rep. Scalise On Losing Weight After You Almost Died,fake
Trump calls for U.S. infrastructure plan after train derailment,real
 Trump’s Response When Told He Should Stop Tweeting Makes Him Sound Like A Whiny Toddler,fake
 Trump’s White House Team Is So Dumb They Fell For Fake Emails (IMAGE),fake
Trump to discuss tax plan with Senate Republicans next week: senator,real
U.S. lawmakers seek temporarily extension to internet spying program,real
 GOP Operative Connected To Trump’s Ousted Top Adviser Tried Obtaining Russian-Hacked Clinton Emails,fake
 Seahawks Star Has Even MORE To Protest Before Games After Police Brutality In Vegas,fake
 The Internet Brutally Mocks Disney’s New Trump Robot At Hall Of Presidents,fake
 Hillary Clinton TOTALLY Just Rubbed ‘Indictment’ Rumors In Trump’s Big Orange Face (SCREENSHOTS),fake
 University Of Texas Police Kick Humiliated Nazis Off Campus Before They Could Start Trouble,fake
 Watch This Awesome Mashup of Michael Flynn Leading The ‘Lock Her Up’ Chant As He Goes Off To Court (VIDEO),fake
U.S. lobbyist Tony Podesta leaves firm amid  Manafort probe,real
" In A Heartless Rebuke To Victims, Trump Invites NRA To Xmas Party On Sandy Hook Anniversary",fake
House questions FEMA over Puerto Rico power contracts,real
 We May Soon Know The Sources Of Christopher Steele’s Trump ‘Dossier’,fake
Mulvaney says no plans to fire U.S. consumer bureau's English,real
 Trump Tells The Dakotas: I Will Make The Drought ‘Go Away’,fake
U.S. Justice Dept eyes spring to release findings on FBI handling of Clinton email probe,real
Minnesota lieutenant governor to replace Franken in Senate,real
U.S. diplomats accuse Tillerson of breaking child soldiers law,real
 Trump Official Gets Asked A Simple Question About Global Warming. Her Response Is Unbelievable. (VIDEO),fake
" AG Sessions Persuaded Trump To End DACA, Then Race-Baited His Way Through The Speech That Killed It",fake
"Mulvaney says U.S. tax bill votes could be Tuesday, Wednesday: CNBC",real
 Donald Trump Tried To Manipulate Stock Market Against One American Company; It Worked For A Few Hours,fake
" Trump Claims He Has Done More Against ISIS Than Obama, The Scorecard Says He Is Lying",fake
Tillerson dismisses talk of his departure as 'laughable',real
 WATCH: Trump Blames Puerto Ricans For Recovery Effort Problems While Giving Himself An A+,fake
U.S. judge keeps bail conditions for ex-Trump campaign aide Manafort,real
Maine governor says he will not expand Medicaid despite vote,real
Two key Republicans agree on national flood insurance,real
Democrat cites drafting error in proposed capital rule amendment,real
U.S. Congress urged to require Chinese journalists to register as agents,real
 Trump Wakes Up To Scream At Black People After Hurling A Racial Slur Yesterday,fake
Trump weighs recognizing Jerusalem as Israel's capital: officials,real
"Republican U.S. Senators Rubio, Lee want boost to child tax credit",real
Trump to nominate former NASA chief Griffin for defense undersecretary,real
" SURPRISE: The People Behind ‘Fearless Girl’ Statue Were Cynical, Greedy, Anti-Feminist Men",fake
 Putin Just Spit In America’s Face And Trump THANKED Him For It (DETAILS),fake
" GOP Runs Out Of Good Things To Say About Trump: ‘He’s An Asshole, But He’s Our Asshole’",fake
" Trump Tries To Shake Polish First Lady’s Hand, She Refuses To Touch Him (VIDEO)",fake
 Trump’s Legal Team In Uproar After He Forces Them To Attack Robert Mueller,fake
Fatal Niger operation sparks calls for public hearings in Congress,real
Mercury partner says firm cooperating with Mueller's Russia probe,real
U.S. veterans to Trump: Save bank customers' rights to sue,real
Congress averts government shutdown for now,real
 Trump Ally Curt Schilling Blasts ‘Horrifying’ Recovery Efforts In Puerto Rico (VIDEO),fake
Senator Gillibrand calls Trump Twitter post 'sexist smear',real
"U.S. Congress to let Iran deadline pass, leave decision to Trump",real
 Colin Kaepernick’s Mother Fires Back At Trump For Calling Him A ‘Son Of A B*tch’,fake
 One Hero Made Donald Trump Panic And Made Twitter Celebrate (DETAILS),fake
 Fox And Friends Completely Panics And Cuts Segment Short Because A Democrat Showed Up (VIDEO),fake
" Trump Goes On Stunningly Bigoted Rant, Says He Will Not Allow Military Service Of Transgender Soldiers",fake
 Very Suspicious Smoke Is Billowing Out Of Closing Russian Consulate,fake
Manafort's work on draft op-ed does not violate gag order: defense lawyer,real
 Soldier’s Widow Finally Speaks: ‘It Made Me Cry Even More’ — Trump Calls Her A Liar IMMEDIATELY,fake
 Republicans Are Admitting They’re Fine With Treason As Long As They Win,fake
Trump to give speech on U.S. tax overhaul on Wednesday: White House,real
 Mark Hamill Has The BEST Response To Trump’s Sexist Attack On Mika Brzezinski,fake
 Matt Damon Just Revealed A HUGE Secret About How Narcissistic Trump Really Is,fake
U.S. to end protected status for Haitians in July 2019,real
"Federal Reserve governor Powell's policy views, in his own words",real
 W.H. Admits Trump Lied: Never ‘Witnessed Horror And Devastation’ Caused By Harvey ‘First Hand’,fake
 South Dakota Republican Rigs Upcoming Election For Herself By Personally Purging Democratic Voters,fake
 Trump Just Openly Called For A Third World War (VIDEO),fake
Man says he delivered manure to Mnuchin to protest new U.S. tax law,real
 Trump’s Team Is So Incompetent They Couldn’t Even Book A Hotel Room For G20 Summit,fake
" Apparently, Trump Is Sad He Has No Eric Holder",fake
Factbox: Republican side-deals build support for Senate tax bill,real
Senator McCain will vote on tax bill -No. 2 Republican,real
 Trump: ‘Most People’ Would Commit Treason Like My Son If Given The Opportunity (VIDEO),fake
" Mooch Changes His Tune, Says Reporter ‘Absolutely’ Recorded Him Without Permission",fake
" Trump Meeting Privately With Putin, Asked Aides For Gifts To Give Him",fake
Failed vote to oust president shakes up Peru's politics,real
 Trump Trolls Turn On GOP Moderates: ‘You’re Gonna Get Primaried’,fake
 Trump Crushed As Ex-KKK Leader Bashes Him For Finally Calling Out White Supremacy In Charlottesville (VIDEO),fake
Trump would want Moore to step aside if sexual misconduct allegations true: White House,real
 Carrier Employee Speaks Out On Trump: ‘He Blew Smoke Up Our A**es’,fake
Trump says he recalls little about meeting where aide spoke of Russia,real
 WATCH: Paul Ryan Just Told Us He Doesn’t Care About Struggling Families Living In Blue States,fake
 Obama Just Made A VERY Powerful Statement About Trump’s Attempts To Repeal Obamacare (VIDEO),fake
U.S. nuclear general says would resist 'illegal' Trump strike order,real
 Trump Is Being Sued By A Watchdog For Mar-A-Lago Corruption: Will Visitor Logs Show Pay-To-Play?,fake
Trump criticizes treatment of Flynn as unfair,real
U.S. House committee 'may reconsider' WHO cancer agency funds,real
 Russian Lawyer Drops Bomb On Donald Trump Jr.; Alleges Direct Pay-To-Play Attempt,fake
Google supports U.S. efforts to disclose buyers of online political ads,real
 GOP Senate Candidate Says Kids Were Murdered At Sandy Hook Because His God Was Angry,fake
Trump warns 'rogue regime' North Korea of grave danger,real
 BREAKING: FBI Carried Out Warrant On Republican Congressman (DETAILS),fake
 Pastor Goes Full Y’all Qaeda Defending Roy Moore: He Only Wanted Teen Girls For Their ‘Purity’,fake
Tax-cut debate in U.S. Congress swings to Senate bill,real
Senate Republicans may repeal Obamacare's mandate in tax bill: Cornyn,real
Trump supports Republican tax overhaul bill: adviser,real
Two Trump judicial nominations rebuffed by Senate,real
Trump: Being friends with North Korea's Kim is possible,real
Senior lawmaker Conyers leaves U.S. Congress after harassment accusations,real
U.S. defense chief urges Pakistan to redouble efforts against militants,real
Trump urges Alabama voters to back Roy Moore,real
 Sarah Huckabee Sanders SHREDDED By L.A. Times For Truth-Twisting – This Is Brilliant,fake
Ivanka Trump says world should boost women in cutting-edge industries,real
Senate's Schumer to meet with official named by Cordray to lead CFPB,real
 Ted Nugent Breaks Civility Pledge With Unhinged Obama Rant For No Apparent Reason,fake
 Trump Tells Japanese Diplomats He Never Knew There Were So Many Countries In The World,fake
" Obama Tweet Makes History, And Trump Will HATE The Reason Why",fake
" Desperate Staff Sent Melania To Stop 2-Hour Trump/Putin Meeting, She Failed",fake
U.S. Senate panel advances crackdown on online sex trafficking,real
 Trump Just Asked The Most Unqualified Person Ever To Join His NAFTA Renegotiation Team,fake
 W. Virginia Halloween Store Boasts Shockingly Racist Costume Display Featuring Pres. Obama (VIDEO),fake
Alabama Democrat turns up attacks on Roy Moore in Senate race's final stretch,real
Franken to make 11:45 a.m. announcement after harassment accusations,real
British minister hopes condemnation of Trump tweet has impact,real
 Pastor Who Prayed At Trump’s Inauguration Takes DACA Decision To The Woodshed,fake
 New York Times Reporter Tells Of Horribly Degrading Insults Trump Hurled At Her In Sexist Rage,fake
Democrats want a law to stop Trump from bombing North Korea,real
" BREAKING: Martin ‘Pharma Bro’ Shkreli Has Bail Revoked, Hauled To The Slammer",fake
 Transgender Navy SEAL Hero Dares Trump: Tell Me To My Face I’m Not Worthy Of Serving,fake
Trump's low approval rating masks his support among likely voters: Reuters/Ipsos poll,real
White House aide Omarosa Manigault Newman resigns,real
Congressman will not seek relection amid misconduct probe,real
Senate tax plan includes full repeal of federal SALT deductions: Senator,real
Republican Senator Paul to seek Senate tax plan changes,real
Credit union sues to block Mulvaney from leading CFPB,real
"Trump officials brief Hill staff on Saudi reactors, enrichment a worry",real
"In Brussels, Tillerson offers EU strong U.S. support",real
Democrats sue to get documents on Trump's Washington hotel,real
Trump adds five conservatives to list of possible Supreme Court picks,real
Senate votes to begin tax bill negotiations with House,real
 CNN CALLS IT: A Democrat Will Represent Alabama In The Senate For The First Time In 25 Years,fake
Virginia officials postpone lottery drawing to decide tied statehouse election,real
Republican tax plan would let churches enter political fray,real
 The Eighth Person In Trump Tower Meeting Is Linked To Money Laundering,fake
" Fed Up With Congress, Trump Just Put A Big Nail In Obamacare’s Coffin",fake
Factbox: Trump on Twitter (December 15) - Quantico,real
 WATCH: Brand-New Pro-Trump Ad Features So Much A** Kissing It Will Make You Sick,fake
 WATCH: Russian Politician Gloats On LIVE TV That Putin Stole Our Election,fake
" FCC Rebukes Trump, Refuses To Dismantle First Amendment Over His Petty Tantrums",fake
"Trump to visit Utah next week, expected to announce monument decision",real
 Bush Ethics Lawyer Slams Trump: He Can’t Go ‘One Week’ Without Obstructing Justice [VIDEO],fake
Senior U.S. Republican senator: 'Let Mr. Mueller do his job',real
Federal judge partially lifts Trump's latest refugee restrictions,real
 NYT Bombshell: Trump And McConnell Not Speaking; McConnell Questioning Trump’s GOP Future,fake
 Trump Just Got His P*ssy Handed To Him By New Zealand’s Female Prime Minister,fake
 Rabbis Cancel Annual Call With President Over Trump’s Open Support Of White Supremacists,fake
 Trump WHINES Like A B*tch On Twitter After NFL And Democrats Tell Him To Go F*ck Himself,fake
 Loser Trump Fails Miserably Again As ‘Monday Night Football’ Ratings Soar,fake
Defense rests in Democratic Senator Menendez's bribery trial,real
 Trump’s White House IMPLODES As Kellyanne Conway Attacks Fellow Top Staffer (VIDEO),fake
" Oh, How The Handsome Have Fallen: Gainesville ‘Hot Cop’ Turns Out To Be Hiding Some Nazi Tendencies",fake
 GOP Rep Blames Media For Trump’s Attacks On Sessions,fake
 RNC Staffer Assigned To Finding Positive Stories About Trump Says Take This Job And Shove It,fake
"Democratic Senator Franken to resign: CNN, citing sources",real
"U.S. State Department names Russian defense, intel firms under sanctions law",real
House Republicans to meet with Trump on Thursday: aide,real
White House says government shutdown always a possibility,real
 Texas Sheriff Threatens To Jail Truck Owner For Anti-Trump Sticker (SCREENSHOTS),fake
 Tortured Snowflake Ivanka Trump Just Blocked A CONGRESSMAN On Twitter,fake
 This Old Anthony Scaramucci Tweet Must Be VERY Uncomfortable Right Now,fake
Alabama to certify Democrat Jones winner of Senate election,real
 Trump Is Trying To Make Facebook Give Him Personal Info Of People Who Criticize Him,fake
" Trump’s White House Decides War Crimes Don’t Matter, Shuts Accountability Office Down",fake
Democrat Franken to leave Senate on January 2,real
 WATCH: Rand Paul Accidentally Admits We Need Nationalized Healthcare,fake
"Prayer, principle guide women voters in Roy Moore's Alabama hometown",real
 The Republican Jewish Coalition Loves Trump So Much They FINALLY Condemned Nazis,fake
New York governor questions the constitutionality of federal tax overhaul,real
 Trump LOSES HIS SH*T On Twitter Because The Media Told The Truth About Him Again,fake
 Paul Manafort’s Daughters Say Their Father Is Guilty Of Mass Murder In Leaked Text Messages,fake
 WATCH: Kellyanne Conway Very Upset Hillary Clinton Is Not Doing Trump’s Job,fake
 Trump Attacks Sessions Again For Not Helping Him Obstruct Russia Investigation,fake
 It’s Happening: FBI Carries Out Predawn Raid On Trump Associate’s Home (DETAILS),fake
Factbox: How the U.S. Senate and House tax proposals differ,real
 WATCH: This Amazingly Aware Company Has Created A Brilliant Way To Document Trump’s Dangerous Tweets,fake
 OkCupid Wins The Internet With PERFECT Response To The Charlottesville Neo-Nazi On Their Site (TWEETS),fake
 Trump Fans Are Crying In Their Milk After Their Hero Breaks Yet Another Promise To Them (TWEETS),fake
" Trump Completely SCREWS The Middle East Peace Process, Just Another Wednesday For Him",fake
 Senator Delivers SCATHING Rebuke To His GOP Colleagues – ‘No One Is Safe’ Because Of You,fake
 Kellyanne Conway’s Meltdown Over Russia Is So Stupid You Have To See It To Believe It (VIDEO),fake
U.S. Senate confirms top EPA air quality official despite concerns,real
" Ivanka’s Rabbi Breaks Ranks, Roundly Condemns Trump On Charlottesville",fake
FBI officials said Clinton 'has to win' race to White House: NYT,real
 Latest House Vote Proves Republicans Are Ready To Go Down With The Russian Ship,fake
Ex-Democratic leader who mulled dropping Clinton spurns critics,real
Factbox: Provisions of the U.S. Republicans' final tax bill,real
 Trump Lashes Out At Black CEO For Resigning From Manufacturing Council After Charlottesville Murder,fake
 Former Ambassador Accuses Trump Of Violating Constitution Every Time A Diplomat Visits,fake
 Trump HUMILIATES Republicans In Latest Hissy Fit After Siding With Democrats On Debt Ceiling,fake
" Mueller Just Told Trump To F*ck Off With His Threats, Expands Probe To Trump Family Finances",fake
"Millions would lose mortgage, gift write-offs under U.S. tax bill: study",real
 GOP Congress Just Delivered Trump The Biggest Insult Possible; They Are Completely Ignoring Him,fake
"U.S. Interior Department wants more oil drilling, expedite ANWR permits",real
Trump acknowledges thanks from UCLA players released from China,real
"Factbox: Belgian mother of two, young New Yorker among victims of truck attack",real
Alabama Senate candidate Moore calls allegations 'dirty politics',real
 Nursing Textbooks Recalled And Apology Issued For Racial Stereotypes Related To Pain Management,fake
 Mueller’s Latest Request In Russia Investigation Is Going To DESTROY Trump (DETAILS),fake
 Trump Vows To Save America From ‘Curse’ Of Functional Health Care System,fake
Republican senator wants Democrats to testify on Trump dossier,real
Republican establishment bails on Alabama candidate after sex allegations,real
" Senate Says ENOUGH Of Trump’s Racism, Will Force Him To Go On Legal Record Condemning White Supremacists",fake
" Trump Crumbles In GOP Health Care Meeting, Doesn’t Even Know What Trumpcare Is (DETAILS)",fake
 Sheriff David Clarke Becomes An Internet Joke For Threatening To Poke People ‘In The Eye’,fake
Trump loses his big bet on Alabama U.S. Senate race,real
Virginia Republican Goodlatte will not seek re-election,real
 City Of Chicago Just Told Trump To Go F*ck Himself With A Huge Golden Statue (IMAGES),fake
 KKK Grand Wizard David Duke THANKS Trump For Championing White Supremacy At Unhinged Presser,fake
U.S. draft U.N. resolution seeks extension of Syria chemical probe,real
"Trump says tax conference will go well, 'pretty quickly'",real
 Medicaid Directors Of All 50 States Issue Joint Statement Slamming GOP Health Bill,fake
U.S. allies fret as 'guillotine' hangs over Tillerson,real
 Legal Community SCHOOLS Trump’s Lawyer For Claiming Collusion Is Not A Crime,fake
Republican Senator Corker says cannot support Senate tax bill,real
Congressman Conyers not planning to resign: lawyer tells Detroit News,real
"Instant View: House approves biggest tax overhaul in 30 years, Senate next",real
Flynn prepared to testify Trump directed him to contact Russians: ABC,real
Senator Cornyn trying to get Big Corn behind U.S. biofuels reform,real
"Trump and Putin speak for an hour about Syria, Ukraine, North Korea",real
Trump to ask China to cut financial links with North Korea: White House official,real
Trump tax overhaul under intensifying fire as Congress readies bill,real
" Charlottesville Vice-Mayor Responds To Trump’s Silence On White Supremacy, This Is BRUTAL (VIDEO)",fake
"Tax bill's 'pass-through' rule will aid wealthy, not workers: critics",real
 Hillary Hilariously Ribs Fox Hosts For Their Insane Obsession With ‘Impeaching’ Her (VIDEO),fake
 Trump Only Cares About Trump; Why He Is Recognizing Jerusalem Today,fake
